canonical_smiles,molecule_chembl_id,pchembl_value,standard_units,standard_value,units,value,Potency
CCCN1C(=O)C2(CCN(CC3CCCCCCC3)CC2)c2cc(C(C)C)ccc21,CHEMBL373220,5.24,nM,5700.0,uM,5.7,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,CHEMBL200129,9.06,nM,0.87,nM,0.87,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,CHEMBL372787,7.28,nM,53.0,nM,53.0,Active
CNC[C@@H](Cc1ccccc1)N(C)C[C@H](Cc1ccc(O)cc1)N(C)C[C@@H](N)Cc1ccc(O)cc1,CHEMBL212699,5.07,nM,8529.0,nM,8529.0,Active
CNC[C@H](Cc1ccccc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C[C@@H](N)Cc1ccc(O)cc1,CHEMBL211696,4.32,nM,48207.0,nM,48207.0,Inactive
CNC[C@H](Cc1ccccc1)N(C)C[C@H](Cc1ccc(O)cc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C,CHEMBL379992,5.04,nM,9048.0,nM,9048.0,Active
CNC[C@@H](Cc1ccccc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C,CHEMBL379941,5.30,nM,4969.0,nM,4969.0,Active
CNC[C@@H](Cc1ccccc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C[C@H](Cc1ccc(O)cc1)N(C)C,CHEMBL215434,4.77,nM,16984.0,nM,16984.0,Inactive
CNC[C@@H](Cc1ccccc1)N(C)C[C@H](Cc1ccc(O)cc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C,CHEMBL387368,4.95,nM,11273.0,nM,11273.0,Inactive
CNC[C@H](Cc1ccccc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C[C@@H](Cc1ccc(O)cc1)N(C)C,CHEMBL213416,4.75,nM,17799.0,nM,17799.0,Inactive
CN[C@H](CN[C@H](CN)Cc1ccc(O)cc1)Cc1ccc(O)cc1,CHEMBL379870,4.96,nM,10928.0,nM,10928.0,Inactive
CN(C)[C@H](CN[C@H](CN)Cc1ccc(O)cc1)Cc1ccc(O)cc1,CHEMBL216046,4.75,nM,17935.0,nM,17935.0,Inactive
CN[C@@H](Cc1ccc(O)cc1)CN(C)[C@H](CNCc1ccccc1)Cc1ccc(O)cc1,CHEMBL212405,5.40,nM,3967.0,nM,3967.0,Active
CN(C)[C@@H](Cc1ccc(O)cc1)CN(C)[C@H](CNCc1ccccc1)Cc1ccc(O)cc1,CHEMBL386531,5.08,nM,8260.0,nM,8260.0,Active
CNC[C@H](Cc1ccc(O)cc1)N(Cc1ccccc1)C[C@@H](N)Cc1ccc(O)cc1,CHEMBL386152,4.45,nM,35616.0,nM,35616.0,Inactive
CNC[C@H](Cc1ccc(O)cc1)N(Cc1ccccc1)C[C@H](Cc1ccc(O)cc1)NC,CHEMBL384093,4.99,nM,10215.0,nM,10215.0,Inactive
CNC[C@H](Cc1ccc(O)cc1)N(Cc1ccccc1)C[C@H](Cc1ccc(O)cc1)N(C)C,CHEMBL378173,4.25,nM,56703.0,nM,56703.0,Inactive
CN(C[C@@H](N)Cc1ccc(O)cc1)[C@H](CNCc1ccccc1)Cc1ccc(O)cc1,CHEMBL210024,4.99,nM,10189.0,nM,10189.0,Inactive
CNC[C@H](Cc1ccccc1)N(C)C[C@H](Cc1ccc(O)cc1)N(C)C[C@H](Cc1ccc(O)cc1)N(C)C,CHEMBL379991,5.31,nM,4895.0,nM,4895.0,Active
NCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL385168,4.89,nM,13000.0,nM,13000.0,Inactive
O=C(O)CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL216239,5.03,nM,9400.0,nM,9400.0,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL214022,9.00,nM,0.99,nM,0.99,Active
CC(=O)NC(Cc1ccccc1)C(=O)NCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL216492,5.12,nM,7600.0,nM,7600.0,Active
CCNC(=O)NCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL385909,5.18,nM,6650.0,nM,6650.0,Active
O=C(CCNC(=O)C(F)(F)F)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL214657,4.92,nM,12100.0,nM,12100.0,Inactive
CCC(=O)NCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL214285,6.35,nM,450.0,nM,450.0,Active
CC(=O)NCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL386990,5.08,nM,8400.0,nM,8400.0,Active
C[C@H]1CC=CC(=O)[C@@H]1C(=O)C[C@@H]1CCCN1CCCO,CHEMBL608816,4.49,nM,32100.0,uM,32.1,Inactive
C[C@H]1CC=CC(=O)[C@@H]1C(=O)C[C@H]1CCCN1CCCO,CHEMBL608814,4.49,nM,32100.0,uM,32.1,Inactive
Cc1cccc(O)c1C(=O)C1=CCCN2CCC[C@H]12,CHEMBL608815,5.56,nM,2740.0,uM,2.74,Active
Cc1cccc2c1C(=O)C1[C@H]3CCCN3CC[C@H]1O2,CHEMBL608813,4.06,nM,86400.0,uM,86.4,Inactive
Cc1cccc2c1C(=O)[C@H]1[C@H](CCN3CCC[C@H]13)O2,CHEMBL608812,4.87,nM,13600.0,uM,13.6,Inactive
Cc1cccc(O)c1C(=O)[C@@H]1[C@H]2CCCN2CC[C@@H]1O,CHEMBL608811,4.46,nM,35100.0,uM,35.1,Inactive
CCCCCC(=O)NCCCN1CCCC1CC(=O)c1c(C)cccc1O,CHEMBL608830,4.94,nM,11400.0,uM,11.4,Inactive
CCCCCC(=O)NCCCN1CCC[C@H]1CC(=O)O,CHEMBL608831,4.51,nM,30900.0,uM,30.9,Inactive
COc1ccc(C[C@H]2CN3C(=NC[C@@H]3C)N2CCCC2CCCCC2)cc1,CHEMBL431660,5.26,nM,5458.0,nM,5458.0,Active
COc1ccc(C[C@@H]2CN3C(=NC[C@@H]3C)N2CCC2CC3CCC2C3)cc1,CHEMBL339254,5.68,nM,2066.0,nM,2066.0,Active
C[C@H]1CN(CCO)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,CHEMBL495402,6.62,nM,238.0,nM,238.0,Active
Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,CHEMBL461571,5.77,nM,1690.0,uM,1.69,Active
C[C@H]1CC=CC2=C1C(=O)[C@@H]1[C@@H](CCN3CCC[C@@H]13)O2,CHEMBL521711,5.00,nM,9900.0,uM,9.9,Active
COC(=O)C[C@@H]1C[C@H](C)CC(C2=CCCN3CCCC23)=N1,CHEMBL611496,4.12,nM,75400.0,uM,75.4,Inactive
C[C@H]1C[C@H](N)CC2=C1C(=O)[C@@H]1[C@@H](CCN3CCC[C@@H]13)O2,CHEMBL497516,5.81,nM,1550.0,uM,1.55,Active
C[C@H]1CC=CC(=O)[C@@H]1C(=O)C1=CCCN2CCC[C@@H]12,CHEMBL612043,5.78,nM,1650.0,uM,1.65,Active
C[C@H]1C[C@H](O)CC2=C1C(=O)[C@@H]1[C@@H](CCN3CCC[C@@H]13)O2,CHEMBL509995,4.84,nM,14600.0,uM,14.6,Inactive
COCCNC1c2ccccc2CCC1c1ccsc1,CHEMBL450500,5.14,nM,7161.0,nM,7161.0,Active
COCCN[C@@H]1c2ccccc2CC[C@H]1c1ccsc1,CHEMBL512394,5.42,nM,3795.0,nM,3795.0,Active
COCCN(C(=O)c1cc(C)nn1C)C1c2ccccc2CCC1c1ccsc1,CHEMBL518489,5.89,nM,1274.0,nM,1274.0,Active
COCCN(C(=O)c1ccco1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1,CHEMBL460623,5.40,nM,3947.0,nM,3947.0,Active
COCCN(C(=O)c1ccc(Cl)c(Cl)c1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1,CHEMBL460832,5.44,nM,3620.0,nM,3620.0,Active
COCCN(C(=O)COCc1ccccc1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1,CHEMBL459573,5.41,nM,3887.0,nM,3887.0,Active
COCCN(C(=O)Cc1cccc(OC)c1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1,CHEMBL459783,5.83,nM,1467.0,nM,1467.0,Active
COCCN(C(=O)Cc1ccc(Cl)cc1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1,CHEMBL459784,5.71,nM,1955.0,nM,1955.0,Active
COCCN(C(=O)c1sccc1Cl)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1,CHEMBL460631,5.64,nM,2289.0,nM,2289.0,Active
COCCN(C(=O)c1sccc1Cl)[C@@H]1c2ccccc2C=C[C@H]1N1CCN(c2ccccc2)CC1,CHEMBL461050,5.91,nM,1243.0,nM,1243.0,Active
COCCN(C(=O)c1ccc(Cl)c(Cl)c1)C1c2cc(OC)c(OC)cc2CCC1N(C)C,CHEMBL461258,5.46,nM,3501.0,nM,3501.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCN(N=C=S)N=C=S)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,CHEMBL584993,7.62,nM,23.8,nM,23.8,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCN(C(=O)CBr)C(=O)CBr)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,CHEMBL574142,6.47,nM,342.0,nM,342.0,Active
CC(=O)N(CCC[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O)C(C)=O,CHEMBL584994,6.57,nM,272.0,nM,272.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCCN(N=C=S)N=C=S)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,CHEMBL584995,7.01,nM,97.1,nM,97.1,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCCN(C(=O)CBr)C(=O)CBr)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,CHEMBL575349,6.42,nM,382.0,nM,382.0,Active
CC(=O)N(CCCC[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O)C(C)=O,CHEMBL574143,6.36,nM,436.0,nM,436.0,Active
COc1ccc(/C=C/C(=O)O[C@H]2C[C@]34CCN(C)[C@@]35C[C@H](O[C@]5(OC)[C@H]2OC)c2ccc(OC)c(O)c24)cc1O,CHEMBL1098354,4.95,nM,11300.0,uM,11.3,Inactive
COc1ccc2c(c1O)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@]4(OC)[C@@H](O)[C@@H](OC(=O)/C=C/c1ccccc1)C3,CHEMBL1097077,5.60,nM,2500.0,uM,2.5,Active
COc1ccc2c(c1O)[C@@]13CC(=O)N(C)[C@@]14C[C@@H]2O[C@]4(OC)[C@@H](OC)[C@@H](OC(=O)/C=C/c1ccccc1)C3,CHEMBL1097804,5.29,nM,5100.0,uM,5.1,Active
COC1=C(OC)[C@]23CCc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,CHEMBL1098359,4.34,nM,46000.0,uM,46.0,Inactive
COc1ccc2c(c1O)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@]4(O)[C@@H](OC)[C@@H](O)C3,CHEMBL1097805,6.16,nM,700.0,uM,0.7,Active
COC1=C(OC)[C@]23CCc4ccc(OC)c(O)c4[C@@]2(CC1=O)CC(=O)N3C,CHEMBL1097185,4.77,nM,17000.0,uM,17.0,Inactive
COc1ccc2c(c1O)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@]4(OC)[C@@H](OC)[C@@H](O)C3,CHEMBL1096481,5.68,nM,2100.0,uM,2.1,Active
COC1=CC[C@]23CCN(C)[C@@]24C[C@H](O[C@@]14O)c1ccc(OC)c(O)c13,CHEMBL1096482,5.26,nM,5500.0,uM,5.5,Active
COC1=C2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3)C[C@H](O)[C@@H]1O,CHEMBL524026,4.43,nM,37000.0,uM,37.0,Inactive
CCCCC/C=C/c1c(O)cc(CC=C(C)C)c(O)c1CO,CHEMBL1813662,5.27,nM,5400.0,uM,5.4,Active
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CHEMBL296419,4.89,nM,12979.0,uM,12.979,Inactive
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CHEMBL633,5.10,nM,8014.0,uM,8.014,Active
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,CHEMBL808,5.84,nM,1442.0,uM,1.442,Active
CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,CHEMBL434063,5.49,nM,3209.0,uM,3.209,Active
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CHEMBL726,4.62,nM,24036.0,uM,24.036,Inactive
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,CHEMBL7002,4.57,nM,26894.0,uM,26.894,Inactive
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104,5.30,nM,4978.0,uM,4.978,Active
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL411,5.57,nM,2718.0,uM,2.718,Active
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL71,4.68,nM,20894.0,uM,20.894,Inactive
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,CHEMBL428647,5.38,nM,4202.0,uM,4.202,Active
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CHEMBL1262,5.28,nM,5308.1,uM,5.3081,Active
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CHEMBL584,4.18,nM,66149.0,uM,66.149,Inactive
